cb_2020_3,PC01,PC02,PC03,PC04,PC05,PC06,PC07,PC08,PC09,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18
1400000US28049000400,-3.100732364669646,-3.9941404439634436,-3.6650685712730864,-2.298993319108561,0.6289941222990587,-1.2650071959246765,-0.9359857631250615,-2.6737354075098114,0.8029197956546693,-0.6739814471705734,-0.3276690617810693,-0.6184638613038476,-0.45920744546886133,-0.2511471376688137,1.2193917750110028,-1.2627779922883162,-0.16599106884855064,-0.9634925791325359
1400000US28049000600,-3.209704911341199,-3.7048625853541055,-1.9918185157519197,-3.651741091350616,0.959469530250503,-0.9351453813143343,-0.9461544409366831,-3.0413726431227217,0.2684593227381104,0.5150641145454983,-0.05741460400991014,-1.8481238882511548,-1.646397395481843,1.2846253399868037,-0.242193120868673,-0.03305671776864666,-0.7020596701089128,-0.753151883022794
1400000US28049000700,-5.684530175487514,-3.9195570080507847,-1.0697666524345855,-1.4397374327510675,0.8783310864779654,-1.3940876981821921,-0.34166143335347604,-3.00572185441133,-0.8302576064125359,-0.013055638558148425,-0.8107317719291309,-1.4361584302162866,-1.2730445201194744,0.8529435799057067,0.1705121460042155,0.5414140311109902,-0.0030483512575576904,-0.3617729984883642
1400000US28049001100,-0.8227095660616267,-3.7082820862288295,-0.9029194955329934,-2.620752023327215,0.5150209303793802,-1.4162158542380614,-0.9491552314765627,-3.774472697383371,-0.5685895464555683,0.26896250778621544,-0.29381467235996184,-1.595398641242386,-1.990553484179134,0.22518699396579434,-0.9335014516367623,-0.920364969785362,-0.9634535740975186,-1.2890784397254396
1400000US28049003200,-0.9988042756052037,-3.6294875431942026,-1.010161349606867,-2.182549715172734,1.0911751198013255,-1.3568800837974662,-1.0425459438475992,-3.467017923456158,-0.7775305792561938,0.0947738674800594,-0.3349441292503489,-1.8396933494126755,-1.9420313966144938,0.1989369663377233,-0.28200933006507173,-1.0419843894844154,-0.6485916873096434,-0.7775702171042079
1400000US28049003300,-3.853568191154175,-4.127892566078439,-2.75402393926494,-2.5817673367468026,0.8452837546593828,-0.7090210575461036,-0.7316250402745096,-2.326327590492095,-0.09963292887881019,-0.3996810436399186,0.6117456175974951,-0.35723649517889894,-0.18252810135571773,-0.30805862819468477,0.9546581505566907,-0.5097925146008371,0.005571129269293016,-0.5726422346452041
1400000US28049010804,-4.249227456252256,-3.658251634677267,-0.510564604437508,-2.229126809064582,0.8691171147760197,-0.9043760847225222,-0.8498317365209104,-3.8700366034142935,-1.4087299161115996,0.5644321172679359,-0.3526580803880527,-1.3256876607000923,-1.5896577043050255,0.6435306253214459,-0.009238996176702208,0.48152713878130426,-0.06691707708871956,-0.11634677284632011
1400000US28049010805,-3.766053106844845,-3.675431162132164,-2.351340414219015,-2.9184857087471903,1.0047823918738497,-1.0458028419948033,-0.6744101863889201,-2.5614930035243657,0.24421706077537225,0.34633568032200046,-0.669044977924577,-1.0447442142225256,-1.2365178560207402,0.5563329824731034,0.3630901508545638,-0.10343950025332294,-0.7092654810170073,-0.43824333312251795
1400000US28049011002,-5.240106370857647,-4.066606849918073,-2.0297230989467563,-1.8593652177388422,0.8702754357666839,-1.3821501477233271,-0.6342584751970927,-3.1461199592911626,-0.2611905788331407,-0.1286887107732413,-0.0353815904655119,-0.16548937159950725,-0.49671788301325526,0.5268903983946116,0.8994788079416836,0.2948613917005767,0.15390649945148252,-0.20232027028584892
1400000US28049011101,-7.22727942725399,-4.37047920217771,-0.738265039009675,-1.0583010946975533,0.7192992491864648,-1.792900384434862,-0.5088957767620939,-3.382755912932881,-0.7067873775691165,0.04405812645299423,-0.6265921082080942,-0.5599892099417603,-0.3437004156901946,0.6868533840977501,0.7214554089571212,0.9407127398638786,0.5138558347755429,0.17485609398733623
1400000US28049011204,-7.966841928149997,-4.784310916784226,1.5483563030279504,-0.8481777510893382,0.8393726567905081,-1.8620916489410813,-0.9213996502932964,-4.166525844256497,-0.7133092519325536,0.9452804382640625,-0.6506974191695464,-0.8382535478255717,-0.6014271536455421,1.4817794550960375,-0.08255379579544275,1.703160252258768,-0.18605673580196455,0.9053238242319777
1400000US28049011400,0.03401508354541819,-3.3406248773530414,-1.5793149521568237,-3.141344587741899,0.9264141935222708,-1.0967543993915554,-0.31047344226684015,-3.084295097443794,-0.603197720595543,0.12264571931007025,-0.17827636391683258,-1.537643993150324,-2.124362429790475,0.13086556009018613,-1.2906017831534076,-1.1664633627640866,-0.5686821289317844,-1.2007597326664083
1400000US28123020200,-6.84100448220632,-4.528789090912592,2.5746475024636277,-1.156771015630624,-0.8829438981913722,0.3374760172491247,-2.6569350109818566,-4.599041693298803,0.315272631604464,0.2081479418224879,-1.31609286017393,0.09822204498878973,0.25234421340336255,-0.021503623674050162,1.423135591575062,0.46788298501972136,-0.6081819536996711,1.6878826105481224
1400000US28121020216,-6.333739316247572,-4.646699946621262,-0.29793986014135226,-1.5098301678546662,0.24602413389701214,-1.2878191286153269,-1.1590923870160144,-3.1604846460575873,-0.9441346970731463,-0.27545531294615516,-0.3858237434352977,-1.2549243136459665,-0.47378721957024383,0.385098555697154,0.7773866084219505,0.706333275375229,-0.05283701748229914,0.19666320101403043
1400000US28121020219,-6.891105159496885,-4.51001735024769,-0.6421658272481686,-0.9242825945879891,0.5742050941193434,-1.324359413297522,-0.5545132796655428,-2.6642360216069636,-0.8776580611298795,-0.4917902392312668,-0.5426645627271048,-0.645850014795439,-0.5702418745610336,0.3242980709000007,0.8731129977600833,0.980208038089928,0.1567219411241699,0.3105881678255765
1400000US28123020301,-7.866579718324694,-4.6088757650887135,0.623162914058613,-0.42845387422959863,1.5343692943324057,-1.1759673098591834,-0.8708142487359759,-4.114640828983153,-0.8861231222844399,0.2884177425148714,-0.2575410318636676,-0.2586941881854917,0.7823167718923052,1.1325848357507375,1.9208491149472016,1.4098407765524954,-0.10141982316391218,1.2790996459679933
1400000US28121020401,-6.450306189499991,-4.548577407162512,1.614171647405121,-0.19528286044827828,0.2333618451833038,-2.861797176329938,-1.0549782974168511,-4.406070543258305,-0.36672067860328184,0.6250735430892759,-2.038424529716692,-0.8512530712527565,-1.153951949189036,0.8810634460086176,0.46211844477379693,0.07376177695126307,0.07084210436180834,0.6306412806110888
1400000US28121020703,-3.5111102000018635,-4.217054241854517,-0.977748782035918,-2.4216668913515123,1.0001735594883738,-0.45214859805117774,-1.3418517628242894,-2.8355687915703798,-1.388194077159177,-0.1133684325336973,0.750998233272854,-1.4976942809333496,-0.5912795263946473,-0.24054310150644054,0.8063637200010896,-0.17734925778715832,-0.5412387745497593,-0.2438677529583772
1400000US28121020804,-7.194724323590422,-4.680595153745064,1.1424653030136407,-0.758402368065294,0.5731814595432855,-2.1864353282810236,-0.7462118933447334,-4.086010620259976,-0.863472988024955,0.7605385283379424,-0.9446464785895354,-0.5905559049991975,-0.481229285068699,1.058528185560761,0.2914561481746041,1.4051333245257607,0.17524963811073646,0.9076113873136958
1400000US28121020806,-6.048366341370931,-4.702796864143336,0.10993767289819172,-1.976015299607604,0.6863358866407524,-1.3719043749987572,-1.1278781971221359,-3.681700826791867,-1.108609876423295,0.37253702187439486,0.23926862673482824,-0.4925845366635583,-0.48633687727019104,0.5938333739738302,0.4671381590770568,1.0506184042217521,0.006356030019792082,0.5411537486943705
1400000US28121021003,-8.290923697493566,-4.758449142961048,0.8659245485921356,-0.04515102131819061,0.6742080064192858,-2.2113497810473963,-0.46304810109110195,-3.5033395474443747,-0.7676676957716277,0.4008581247892827,-0.6898070670262524,0.42521632888253025,0.31167416963211925,0.5919621583461889,0.6659457815895109,1.4661292480883168,0.3953527548577012,1.0305315803100321
1400000US28089030104,-1.7050395760904828,-3.8603723130382823,-2.877467592909053,-2.8703295656184817,0.9925734301749909,-0.7762579575717635,-1.2126905186598305,-2.52504814887083,-0.011712382252703773,-0.294110133945715,0.4092291083181173,0.28414776951818255,-0.47783929355487686,-0.09664066014552475,0.9505233160632762,-0.6947380280800481,0.40525902070979336,-0.34574440863757605
1400000US28089030105,-3.3017636498238505,-4.112419714774123,-0.9727083649195548,-2.083909168625805,0.6534691616970172,-1.6887340897217937,-0.9095910165916132,-3.51941257474057,-0.8247478411331292,0.07827507140190486,-0.30711759071704214,-1.0806761234786697,-1.1695181508518226,-0.017356202135793364,0.1916557140424453,-0.4495538052495788,-0.43523153657672825,-0.38167098287629353
1400000US28089030112,-1.9716493161708342,-4.031953754452346,-1.1874244187896623,-1.714693530908483,0.8356358274839112,-0.8772082370332871,-0.8392316050586155,-2.772968172039698,-1.7002535328954846,-0.685439730394162,0.46618060450411797,-1.10597210349713,-1.4872074933767978,-0.2973113555726626,0.18003589298284217,-0.8197183711169099,0.507526632890142,-0.39865451498261223
1400000US28089030301,-6.48424451989636,-4.752689227226665,0.46217992993993245,-2.087728697180513,0.40006733122407945,-0.05680511675080266,-1.2382262873984011,-2.601245120632131,-0.2355560207489073,0.13535378643072885,0.018318424099365287,-0.8186733180718176,-0.36392366670574017,0.41203191707661857,0.2590974226142311,1.0620434828167873,-0.45509888651190167,0.5713817087941068
1400000US28089030302,-7.743363085725705,-4.733801265983329,2.1787497912023426,-0.3545548112458494,0.333169381229496,-1.9861329269423262,-0.8709801318068027,-3.157838482720138,-0.5746411004297046,1.332907067823869,-1.3121300316824975,-0.10441925344334356,-0.6272553731138497,0.5174128285433238,-0.20269126509496638,1.467668945745203,-0.1936673489378552,1.118065981331774
1400000US28089030401,-6.264787014200341,-4.327224636043519,1.9370155217957905,-1.630406462892623,0.14331186346782526,-2.045774759687617,-1.3779290426854485,-4.304968940946003,-0.8905663492361434,1.7474961316342654,-1.1982201070928524,-1.2306304734421596,-0.9317439947072271,0.8371926028473833,-0.572226150963761,1.0375911471781951,-0.5590991900637629,0.6010587925421538
1400000US28055950100,-3.5126244886721594,-4.946871862877785,6.115801645949017,-0.03429820969512245,-2.6707811421623813,0.34875468630876605,-2.9841294888148986,-6.291040217254814,1.6205795069453117,-1.4134906320148526,-2.9950923319224527,0.33018880870028766,-1.9909405679060173,-1.0749481971561168,0.9130854389989055,-2.1483661346028464,-1.1147062324818184,0.4086280197327929
1400000US28129950100,-8.332935298884045,-4.561794265408929,0.3045555704277351,0.27774167052072646,1.4131008285779922,-2.619123549297724,-0.6022497898303331,-4.560251528524904,-0.5342587152055684,0.5013286116575871,-0.44657555501852003,-0.2029319818909735,0.5356588553554825,1.0691369746904278,1.3089291846292785,1.2042258010758649,-0.296403413258359,1.7883146708383497
1400000US28129950202,-8.907784306843691,-4.725369726141569,0.4269409072891311,-0.21998975412630756,1.7198612491994938,-1.7406486876578102,-0.030535637415986604,-3.794851113754751,-1.018712466901581,0.7584397470461142,1.0754793189017746,1.4931631945182253,1.8323598962759826,-0.11673449638364138,1.3787401932294057,1.9796035366556066,0.12475509076247326,1.691267354879677
1400000US28163950400,-5.3010877171727175,-3.8116239138809234,4.240096589713815,0.3703474249294543,-0.4271285492948352,-3.1895016944187855,-0.9346656995288447,-3.4514242359131924,0.5458323959932389,2.1142265313684563,-3.7611644190678355,1.09605327157949,-1.99948235855582,-0.3976076495601453,-0.4433636373597133,-0.9768534796913589,-0.9513823559087017,-0.2400824581059118
1400000US28083950400,-5.05031195681496,-3.175931115748326,3.432163823547408,0.995296005533451,-0.9532529140534666,-3.7571898473070693,-1.9244336166035352,-2.8373095383409783,0.6167653968405672,3.3050505930657006,-4.231864528802147,0.825543593053892,-2.1590667986220557,-0.8981398332471353,0.19623051153639226,-1.6781910911363038,-0.6187406204237977,0.8177335441020748
1400000US28127950402,-8.01857075404367,-4.756178561502938,0.8474729150914128,-0.2665602808023415,2.174302392132551,-1.6392499963842073,-0.7277260242480721,-3.9229783558885565,-0.9578791251672054,1.027695499816917,1.3114907030312064,0.7387152327585889,1.5321324155124425,0.15792830466170593,1.1741722989834622,1.671927019694393,-0.5038939011942105,1.9259221471428485
1400000US28127950403,-8.147125753441236,-5.104007441958488,0.5899909890194288,-0.48289593653296836,2.211426014029702,-0.9143003627870386,-0.61662409990586,-3.329286113941941,-0.9315476324406755,0.6408740127194203,1.8391839149901152,1.12290644670894,1.86461870581415,0.04858617129794718,1.2714990793506438,1.9094383794077725,-0.5268769792033863,1.6536368073478929
1400000US28163950500,-4.43363826412573,-3.8035567590633503,1.217312709501783,-1.763290996532818,-0.17981406188802512,-0.812324493806507,-0.7981669047047398,-2.379112306645628,0.09834734256310629,1.197591867230667,-1.5674607933214273,-2.163031341475456,-2.395038301289551,0.8518985954813652,-0.2794641188560043,-0.43314341539882517,-1.3675804428884342,-0.5561558977396185
1400000US28049000900,-1.9847354235283192,-3.7390609625569673,-2.7344634224122943,-3.548729878496005,1.0557808507515258,-1.6518043133530627,-0.8674064461040156,-3.201620131434473,0.7880028012871935,0.378939782864727,-0.54014183494174,-1.4290894273402712,-1.475437250557864,0.7083816508024515,0.1569271143597869,-0.5398716682622322,-0.9044507747833309,-0.6389938941304527
1400000US28049001200,-1.0922894037107993,-3.823898317130127,-1.4355030944058365,-2.462339284108133,0.4098418425452233,-1.6137981151012246,-0.5358326368968627,-3.2334853363261944,-0.365343354645731,-0.08886512987033816,-0.12877808930950457,-1.5985229880153098,-1.5432866702217243,0.3689737790195352,-0.6127579793225528,-1.1994325540215585,-0.7463385400172738,-1.397193211781633
1400000US28049001500,-1.7828985939827713,-3.8458532095390154,-2.809881228083392,-3.04585181916918,1.0805154302508326,-1.263390160713612,-0.47056034024974763,-2.4731135699005775,0.6193259299148597,-0.39385558737546267,0.08486261274227269,-0.9673329179142641,-0.970926229585005,-0.17029238422518667,0.06512851616873178,-1.0932127243146832,-0.421306742142562,-0.7825511800752839
1400000US28049002200,-3.941927172903186,-3.393258061313773,-2.793490864314894,-2.2911109020673237,0.8145387744473906,-1.7109097519590366,-0.4465555610751453,-3.3378159656982094,0.46216204021169993,0.07720219374844481,-1.0436687515939116,-1.5296234251081002,-1.4291497506116562,0.8081873357677491,0.6785400018405775,-0.7460053987803279,-0.6017416143521757,-0.5932058802751274
1400000US28049002500,-2.1182693922062725,-3.673198015720986,-2.322481568466278,-3.0770695563741968,1.0065461999633885,-1.412440565506483,-0.6206788869347899,-3.1611610575401246,0.21169045279288537,0.28913657776194174,-0.1302186523415026,-1.6148399636324224,-1.8657878389950884,0.4260177600543533,-0.29613482804848,-0.8600459672579984,-0.8742144227859624,-0.914283935131245
1400000US28049002700,-2.11615664392236,-3.8827845550757303,1.3350516721028847,-1.4571879018067329,-0.13352573074926943,-1.7000443124793048,-0.5352187335605739,-4.513745762220528,-0.3165026829753226,-0.5753346995242445,-1.4513701812384951,-1.6491631011443382,-1.391989302714858,0.20837817626711647,-1.1463204390078403,-1.1945774665722697,-0.3034651744264616,-0.4087425843109597
1400000US28049010202,-4.3284231796144566,-3.7563694477158416,-1.989754594372106,-3.0848194114663263,0.6174876288476968,-1.1244583551026337,-1.1677547571385487,-3.474146707654933,-0.15521400844348351,0.4067712358225461,-0.40363936870208544,-0.93283255247911,-0.5851510233104255,0.5875879948340965,1.0697158407373966,0.26678473739792036,-0.08994005558480399,0.024616596344386066
1400000US28049010301,-6.678888809188872,-3.9180173105884193,0.17978571739871022,-1.05835410989055,0.47493421248172646,-2.13797582828592,-0.5115444539659413,-4.194472147028257,-0.7267456111045973,0.7767039056900474,-1.347256558640161,-1.3136674246620879,-1.3450654780984368,1.4142139683336015,0.3588040448172719,1.1937422409803475,0.46542658133055215,0.569545515701396
1400000US28049010501,-7.973446879941809,-4.5505286652980015,1.6157696670943962,-0.13846288565924877,0.26711730312888715,-2.498948220799219,-0.4889142233134888,-3.8343254154474833,-0.7698289772593345,0.9489456676701773,-1.7175008959939613,-0.4742863545951803,-0.7868383939722173,0.8728876686807121,0.2575495648992485,1.4493974170476278,0.2734383777629784,1.060447268065971
1400000US28049010502,-8.14774192468375,-4.766768910152564,1.876832576550553,-0.30482108358988086,0.25586836951649006,-2.0925733445928563,-0.7584124748481444,-3.078766576445465,-0.7575014632593411,1.4367416247198077,-1.1655775843879523,-0.04313568257189673,-0.40953959861141087,0.6097288625008166,-0.16677040441857072,1.4280713724289218,-0.1726963426602355,1.1410267103158387
1400000US28049010809,-7.913196133023918,-4.409268868439547,0.06715830783963883,-0.6469492471880552,0.654132311413563,-2.0780705508597714,-0.23213507955755755,-3.3168588340306964,-0.7119259745997486,0.18304080688001112,-1.2379816885549841,-1.228855468160023,-0.9939780616708223,1.1107974032469181,0.2009781016287806,1.5028269683370883,0.1310598473370401,0.331393081061647
1400000US28049010901,-7.049433145963388,-4.307248074164022,-0.19104590943784497,-1.0968522651198411,0.7131371046160541,-1.3320045375086407,-0.5365311523279471,-3.4142131634063535,-0.8520202204210924,0.28908211500731995,-0.6192467835675283,-1.2675716602655576,-0.9240010888732539,1.0033439322421507,0.5519104547397593,1.1703422159119043,0.291967450479651,0.15112860774353365
1400000US28049010902,-4.167756187905342,-3.8653501204645355,-1.129278706654001,-1.9663434582142651,0.6062026435816439,-1.056390221376361,-0.6719892969702356,-3.055860432011603,-1.2534439880135395,0.13940594786826582,0.42259451666334796,-0.9522779305155691,-1.2924174252878753,0.294092193997555,0.18293160912197431,-0.003829724899645781,0.1081094202612884,-0.408344298467853
1400000US28049011500,-0.4363518358649716,-3.4114004064235903,-1.8390532481840633,-3.272758503872747,1.103997230231368,-1.1811796023787589,-0.6941997531000753,-3.1166501478993354,0.04751329192888311,0.47729341497252725,-0.02061127500056419,-1.5838468783931259,-2.0955701589116136,0.28341984695177014,-1.059572643774829,-1.0994073121629875,-1.4095326252335214,-0.9764402287388858
1400000US28121020208,-4.700275538912583,-4.148193211817001,-2.1783964167337166,-2.8350730739168006,0.8358130381900398,-0.7912790643745159,-0.8477627981102424,-2.784573121159349,0.1337148067366493,-0.09259355444125966,0.19091748531694863,-0.8351622503455243,-0.31487083019960116,0.54261946641518,0.9935690978389903,0.26282390594311933,-0.3611968245968322,-0.2663265686312571
1400000US28121020210,-5.398499637548288,-3.957691292752963,3.0494741726979697,0.0832141016471415,-0.5207454820418709,3.397358522997796,-2.9707081207957637,-3.892928204090781,1.674091567608619,-1.1107476503411808,-1.2709795835321172,1.968054139838732,0.0704305731539342,-0.4821586125337777,0.5644343622301522,0.7195204292510813,-1.0353592200754986,0.31069753369753994
1400000US28121020212,-5.035695314917051,-4.282697879431075,-0.5984405132282943,-1.6406712721234669,0.7333601571380158,-0.2386161362949144,-1.4296545453107175,-3.1382281980732936,-2.126998296810301,0.11329810651291597,0.5579367605540432,0.36900638621069665,-0.06277094264233807,-0.10827148874101944,1.38998013215888,0.3836601021069162,0.2614850739875834,-0.35847504602783453
1400000US28121020215,-3.7932657586060166,-4.399828756949227,-0.7890720200706476,-2.544877829622888,0.9015384336873483,-0.5657225842929824,-1.4515445065963204,-3.066321200954088,-1.3973891830972385,-0.09797503970332484,0.8485484233840842,-0.855128680471447,-0.5755941212821146,-0.1090563752934875,0.6999602172153034,0.13581475049889719,-0.1754048298571878,-0.4400830984044023
1400000US28121020304,-5.30650277224071,-3.94920192669155,1.5592069024164668,-0.3813735989324768,0.06863763296066144,-2.694855789421616,-1.2974279733266751,-5.371604074373748,-0.6608418469872799,0.8405417815543419,-2.324179897683001,-1.0814644880440951,-1.4041889668636012,0.8716902864940727,0.36467729317628084,-0.23284392812624,0.3066254346304126,0.3757906941265564
1400000US28121020803,-7.829511048304382,-4.725042239859932,0.5328538695677016,-0.02069444165598314,0.3538809174213584,-2.456692505860499,-0.5876290443540724,-3.7579585585606003,-0.5943740654563472,0.035624517398347315,-0.9772234829500255,0.2531443705978783,-0.059268523864877354,0.4920156694968478,0.9548506281088442,0.9963282196636297,0.6097199436040388,1.0821382990211612
1400000US28121021001,-7.99420587585057,-4.774546578013263,0.3767278809760183,-0.6649924751905548,0.7736015411484385,-1.7933699849996363,-0.5115472350742485,-3.0796691515543917,-0.6749090947872506,0.08747588972942827,-0.5357422738064995,-0.7914234315201466,-0.502796959806631,1.0508544265592008,0.21355078679269957,1.6351771167257012,-0.08627190370789814,0.726871011719014
1400000US28121021004,-8.11226650350045,-4.77296745863056,1.2286296071090856,-0.6307906237189269,0.7046420419662442,-2.117745854048747,-0.814706665835027,-4.081315944141335,-0.8449824456723792,0.7872689106446622,-0.5804194788811294,-0.2965902860105361,0.08156780830479171,1.0762893002963145,0.47237724285374627,1.629280826205881,0.13098496955052677,1.0740074265022665
1400000US28089030208,-6.376166877322465,-4.282723881934858,1.9412211630225238,-0.8437409832795199,-0.17501621196206765,1.6431602148644315,-1.9083375673393104,-3.5140973988974302,0.6573357701679787,-0.6945796916698774,-0.6408148691624056,0.6947980801937141,0.19196113863296355,-0.06083443369269598,0.3921283957923577,1.2521926578710136,-0.9169433820803334,0.35176597138467025
1400000US28089031000,-7.921322627984788,-4.794355332383818,1.2248749654583502,-0.1949094844644068,0.228032391114628,-2.206169564741115,-0.49143460918175813,-3.5018866733063025,-0.740918073761542,0.7661022812493081,-0.6087737962399454,1.7967371051096246,1.2573517616178094,-0.2354556915631113,0.9620866753174413,1.6228403368556095,0.9290723099555059,1.1661157059153753
1400000US28079040500,-6.210497395323226,-3.987014747015657,0.5413955726905092,-1.6307545507206427,-0.14397547522629886,-1.8178361170834203,-2.9511735915786703,-4.779149409060334,-0.2255993474926907,1.419595743096832,-1.891949748085306,-1.3867087782451484,-0.7454140080606206,1.0725835316673895,2.586300175804203,0.4786784373327677,0.3705674801778434,1.2844445473860788
1400000US28007060300,-5.739569996864245,-4.577332249208587,3.303479064194695,0.7163761752757871,-1.4841036687583458,-1.664294631853044,-2.014174173665004,-5.026582362076587,0.06453025141664141,-0.06770509842667652,-2.91076347131703,-0.37608167996301284,-1.584701221779728,0.3097253377902029,1.3537761435913296,-1.4161783975892248,-0.15012854512132726,0.9902613985002862
1400000US28051950100,-8.138510869319038,-4.311388893369479,1.2350241507494688,0.07483193666754266,0.21985566452498675,-2.060717081914082,0.06869379353100748,-2.7636806911786516,-0.7639407593740145,0.8030376976172949,-1.5247611017281615,0.5178648994322081,0.10171053665029561,0.37350006320352575,0.40551843175604185,1.515326912602258,0.5750056553380315,0.4717069118836283
1400000US28149950102,-5.837430222264478,-4.546067674521997,3.4441713449567346,1.7818599686157348,-1.0764624818103945,-1.8155843635560398,-1.1520462199813806,-3.730529739757564,-0.2176291826165642,-0.7759102614128689,-3.7146243409464836,-0.49178325900272624,-2.9442474852544525,0.8883053822307141,0.8618279175778504,-1.5023375065364069,0.32147805944626096,1.064329662892478
